,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,COD_OFI,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1724,M,248328,27.0,TEC,SOL,ANTOFAGASTA,13,0,1608043,0,0,14,0,0,1,2700000,NO,NO FUGA
1725,M,788,40.0,UNV,SEP,SANTIAGO,80,0,752832,0,0,99,11199,0,2,3000000,NO,FUGA
1726,M,730062,48.0,UNV,SEP,ARICA,138,0,494969,0,0,0,0,28,1,3100000,NO,FUGA
1727,M,259145,52.0,UNV,CAS,CONCEPCION,27,362174,522231,0,273376,44,0,0,1,4200000,NO,FUGA
1728,M,16540,42.0,UNV,CAS,SANTIAGO,55,0,36777,0,696041,4793,0,32439,1,1300000,NO,FUGA
1729,F,1847122,28.0,TEC,SOL,VINA DEL MAR,43,0,597329,0,15403,374,0,11,3,1100000,NO,NO FUGA
1730,F,788197,33.0,TEC,VIU,SANTIAGO,39,0,738806,0,225608,0,0,45,0,3300000,NO,NO FUGA
1731,M,229867,53.0,TEC,CAS,CONCEPCION,27,0,0,0,0,451,1548,0,3,1600000,SI,FUGA
1732,F,6008062,31.0,TEC,VIU,SANTIAGO,82,1361579,245831,0,72920,1443,0,34441,1,750000,NO,NO FUGA
1733,M,918811,46.0,UNV,SOL,SANTIAGO,90,0,2248164,0,0,2003,13309,2266,2,2000000,NO,FUGA
1734,M,47454,40.0,MED,CAS,SANTIAGO,90,0,323394,0,111843,4079,342,2178,1,2900000,NO,FUGA
1735,F,532579,48.0,MED,SEP,ARICA,138,0,421961,0,0,0,0,0,1,2100000,NO,FUGA
1736,F,259910,50.0,TEC,CAS,SANTIAGO,84,0,104,0,0,138,0,0,1,2900000,SI,FUGA
1737,M,275014,48.0,UNV,SOL,ARICA,138,0,1844,0,181748,93,0,318,1,2100000,NO,FUGA
1738,F,314265,38.0,TEC,CAS,VINA DEL MAR,88,0,13237,0,437030,541,0,2138,2,1300000,NO,NO FUGA
1739,F,39718,49.0,TEC,SEP,SANTIAGO,39,0,0,0,0,0,1334,0,0,2100000,SI,NO FUGA
1740,M,35096,34.0,MED,SOL,VINA DEL MAR,85,0,611630,0,0,36,17041,0,1,4900000,NO,NO FUGA
1741,M,141171,43.0,MED,SEP,VINA DEL MAR,47,0,381654,0,0,319,0,11,2,3700000,SI,NO FUGA
1742,F,46466,46.0,TEC,SOL,COPIAPO,72,0,0,0,36704,0,0,194,0,2800000,SI,NO FUGA
1743,F,544262,39.0,UNV,CAS,SANTIAGO,48,0,292305,0,0,233,0,0,1,1900000,NO,NO FUGA
1744,F,32050,60.0,TEC,SOL,VINA DEL MAR,15,0,2033590,1741494,0,0,78766,12800,0,8000000,SI,NO FUGA
1745,M,190685,42.0,UNV,CAS,SANTIAGO,155,0,1249416,0,291017,2929,0,745,2,2000000,NO,FUGA
1746,M,1310757,39.0,TEC,CAS,SANTIAGO,82,30388,330260,0,1261028,537,0,0,1,6000000,NO,NO FUGA
1747,M,398798,41.0,TEC,CAS,SANTIAGO,64,0,666894,0,555922,430,54928,0,1,8000000,NO,NO FUGA
1748,F,620287,41.0,UNV,SOL,SANTIAGO,130,0,580923,0,34400,16,0,232,1,5200000,NO,NO FUGA
1749,M,1679794,44.0,UNV,CAS,SANTIAGO,55,0,419590,0,0,705,0,0,1,3100000,NO,FUGA
1750,M,323879,48.0,UNV,CAS,SANTIAGO,127,0,840291,0,40571,247,0,260,1,1300000,SI,FUGA
1751,M,1464821,53.0,MED,CAS,CONCEPCION,27,0,4489946,0,3621812,1879,14221,3612,2,6800000,NO,FUGA
1752,F,39822,56.0,MED,VIU,IQUIQUE,51,0,3512,0,210500,500,0,529,3,2700000,SI,NO FUGA
1753,M,57902,52.0,MED,CAS,SANTIAGO,31,0,265872,0,654481,3342,0,43354,3,3800000,NO,FUGA
1754,F,2080152,33.0,TEC,CAS,OSORNO,74,0,10885,0,0,60,1534,0,1,1600000,NO,NO FUGA
1755,M,249782,41.0,TEC,CAS,SANTIAGO,52,0,0,0,0,1389,0,1670,1,4300000,NO,NO FUGA
1756,M,403368,38.0,MED,CAS,CHILLAN,67,607623,143327,0,0,1012,4527,0,1,3100000,NO,NO FUGA
1757,M,386566,41.0,UNV,CAS,CONCEPCION,151,0,28885,0,0,663,3613,13671,1,4100000,NO,NO FUGA
1758,M,4797349,43.0,UNV,CAS,SANTIAGO,18,0,160800,0,6609,24,6516,2,2,1300000,NO,FUGA
1759,F,337605,49.0,TEC,SOL,LOS ANDES,86,502090,0,0,0,458,3200,0,1,1500000,NO,NO FUGA
1760,F,6325612,34.0,TEC,SOL,QUILPUE,43,0,762911,0,151025,1041,0,455,1,8000000,NO,NO FUGA
1761,M,119387,41.0,UNV,SOL,LA SERENA,34,0,875758,0,0,1,0,0,1,8000000,NO,NO FUGA
1762,F,1094545,47.0,UNV,CAS,SANTIAGO,45,0,38586,0,386617,0,0,28,1,5000000,NO,FUGA
1763,M,723561,41.0,UNV,CAS,SANTIAGO,120,138555,19859,0,259248,454,18431,1019,1,8000000,NO,FUGA
1764,M,75077,41.0,TEC,CAS,SANTIAGO,17,0,226550,0,0,1,0,0,1,1700000,NO,NO FUGA
1765,F,4393530,39.0,TEC,SOL,SANTIAGO,104,0,8013,0,825069,1202,0,886,3,2900000,NO,NO FUGA
1766,M,27072,52.0,UNV,CAS,SANTIAGO,55,0,892337,0,0,81,0,0,1,500000,NO,FUGA
1767,M,3147564,43.0,MED,CAS,SANTIAGO,55,0,67557,0,2154531,498,0,685,1,2100000,NO,FUGA
1768,M,689985,47.0,MED,CAS,SAN FERNANDO,79,422071,67644,0,452851,1154,0,1210,2,1400000,NO,NO FUGA
1769,F,858907,47.0,UNV,CAS,PUNTA ARENAS,71,632570,231644,0,0,863,17874,2,2,3000000,NO,NO FUGA
1770,F,230377,56.0,MED,CAS,ANTOFAGASTA,13,4186679,511817,0,1436489,3011,87522,34017,1,8000000,NO,NO FUGA
1771,M,379424,28.0,TEC,CAS,CONCEPCION,27,438585,428954,0,0,567,0,17306,1,3000000,SI,FUGA
1772,M,1309996,46.0,UNV,CAS,ARICA,138,1679190,210556,0,80726,7491,0,1363,2,1300000,NO,FUGA
1773,M,1389838,45.0,MED,CAS,SANTIAGO,123,0,103640,0,0,73,0,0,1,7000000,NO,FUGA
1774,M,10149,33.0,TEC,CAS,SANTIAGO,32,0,109258,0,180630,1,0,1199,1,2200000,NO,NO FUGA
1775,M,287194,50.0,TEC,CAS,AYSEN,95,0,43792,0,0,329,0,0,1,1900000,NO,NO FUGA
1776,M,18872,50.0,TEC,CAS,ARICA,138,0,494423,0,26822,92,0,0,1,4000000,NO,FUGA
1777,M,524971,53.0,UNV,SEP,SANTIAGO,130,0,490600,0,8712,854,811,1,2,3000000,NO,FUGA
1778,F,126058,26.0,EUN,SOL,SANTIAGO,38,0,90418,0,116517,0,0,29,0,2000000,NO,NO FUGA
1779,M,228245,56.0,UNV,SOL,SANTIAGO,73,0,68001,0,0,1,0,4,1,1700000,NO,NO FUGA
1780,F,3644747,37.0,TEC,SEP,SANTIAGO,40,0,39903,0,152,3,0,13,1,2000000,NO,NO FUGA
1781,F,373753,58.0,MED,CAS,EL SALVADOR,72,0,509414,0,0,1,0,9,1,1400000,NO,NO FUGA
1782,M,31340,40.0,MED,CAS,SANTIAGO,55,0,110362,0,0,1078,35630,0,3,8000000,NO,FUGA
1783,F,849273,52.0,UNV,CAS,SANTIAGO,90,0,280631,0,1846522,919,0,91,1,4600000,NO,FUGA
1784,M,17506,55.0,UNV,CAS,SANTIAGO,155,0,652717,0,2070,4,0,392,1,4600000,NO,FUGA
1785,F,174482,54.0,TEC,SOL,CONCEPCION,27,420978,366300,0,0,737,0,0,1,1900000,NO,FUGA
1786,F,342798,48.0,MED,CAS,MACHALI,56,285479,407541,0,653839,3622,0,4308,3,6200000,SI,NO FUGA
1787,M,430021,51.0,MED,CAS,SAN FELIPE,69,0,113275,0,0,189,0,0,1,1900000,NO,NO FUGA
1788,M,14010,51.0,MED,CAS,SANTIAGO,31,415096,197742,0,938487,2095,0,1794,1,1400000,NO,FUGA
1789,M,58995,40.0,UNV,CAS,SANTIAGO,55,0,849433,0,403914,853,0,8834,2,6900000,SI,FUGA
1790,F,310016,38.0,TEC,SOL,SANTIAGO,25,0,291589,0,0,0,0,15490,0,3100000,SI,NO FUGA
1791,F,72480,49.0,TEC,SEP,SANTIAGO,37,0,4193,0,0,477,0,0,1,650000,SI,NO FUGA
1792,F,1655547,38.0,TEC,VIU,VINA DEL MAR,40,0,864765,0,642389,0,17522,0,0,1600000,SI,NO FUGA
1793,F,543937,40.0,TEC,CAS,PUERTO MONTT,60,0,262918,0,0,0,0,31,0,2800000,NO,NO FUGA
1794,F,239098,50.0,TEC,SOL,SANTIAGO,90,506789,108276,0,148452,815,0,23,1,550000,NO,FUGA
1795,M,228332,26.0,TEC,SOL,CONCEPCION,27,0,26851,0,42257,271,0,57,2,900000,NO,FUGA
1796,F,1165987,44.0,TEC,CAS,CONCEPCION,27,0,0,0,0,0,0,0,1,7000000,NO,FUGA
1797,M,647536,99.0,MED,CAS,SANTIAGO,122,0,169828,0,274195,450,4286,206,2,1800000,NO,FUGA
1798,M,154483,53.0,TEC,CAS,CONCEPCION,27,0,679466,0,398017,140,0,168,1,2400000,NO,FUGA
1799,M,5266445,42.0,UNV,CAS,SANTIAGO,55,0,287242,758633,0,1027,0,3682,1,3000000,NO,FUGA
1800,M,581779,47.0,MED,CAS,SANTIAGO,90,0,1080858,0,99,672,9658,246,2,8000000,NO,FUGA
1801,M,423327,49.0,UNV,SOL,ARICA,138,0,69571,0,0,225,0,0,1,1100000,NO,FUGA
1802,M,283440,48.0,UNV,CAS,SANTIAGO,148,0,124072,0,0,40,0,0,1,1900000,SI,FUGA
1803,F,115975,43.0,TEC,CAS,SAN ANTONIO,65,0,315707,0,1807,0,0,139,0,1100000,NO,NO FUGA
1804,M,702680,48.0,UNV,CAS,LINARES,78,0,348070,0,0,331,0,0,1,3200000,NO,NO FUGA
1805,M,99386,28.0,MED,CAS,CONCEPCION,27,0,48917,0,0,55,0,0,1,2600000,NO,FUGA
1806,M,447318,26.0,UNV,CAS,CONCEPCION,27,0,28509,0,33238,74,0,119,1,1800000,NO,FUGA
1807,M,456144,37.0,UNV,SOL,CONCEPCION,27,0,30264,0,21788,794,16328,538,2,1800000,NO,NO FUGA
1808,F,590965,44.0,MED,CAS,SANTIAGO,90,0,0,0,0,3,0,11154,2,4700000,NO,NO FUGA
1809,F,758886,41.0,MED,CAS,SANTIAGO,90,0,751577,0,0,2087,23661,193,1,4500000,NO,NO FUGA
1810,F,510791,47.0,TEC,CAS,SAN FERNANDO,79,545258,94731,0,996233,1150,0,393,2,1400000,NO,NO FUGA
1811,F,4520348,32.0,TEC,SOL,SANTIAGO,93,0,350040,0,0,308,23764,1,1,3900000,NO,NO FUGA
1812,M,535161,39.0,TEC,SEP,PETORCA,76,0,34588,0,67036,1,0,0,1,2300000,NO,NO FUGA
1813,M,51149,29.0,TEC,SOL,SANTIAGO,52,0,17111,0,0,60,0,0,1,1700000,NO,FUGA
1814,M,1029459,45.0,MED,CAS,SANTIAGO,31,0,22969,0,8472,8,5676,18,1,5000000,NO,FUGA
1815,M,47782,48.0,UNV,CAS,SANTIAGO,55,0,57306,0,13056,27,0,2,1,3800000,NO,FUGA
1816,M,741857,44.0,MED,CAS,SANTIAGO,84,0,7952,0,145,547,1811,214,2,3200000,NO,FUGA
1817,M,238120,54.0,UNV,CAS,SANTIAGO,138,0,251854,0,350020,2,0,307,1,4000000,NO,FUGA
1818,M,590322,47.0,UNV,CAS,SANTIAGO,146,0,1051230,0,102352,145,13468,0,1,1100000,NO,FUGA
1819,F,2685243,40.0,TEC,VIU,SANTIAGO,34,0,177837,0,155235,498,0,222,1,1900000,NO,NO FUGA
1820,F,340138,53.0,TEC,SOL,SANTIAGO,80,1998336,97826,1829912,233947,821,0,351,1,600000,NO,FUGA
1821,M,1427774,51.0,TEC,CAS,SANTIAGO,90,0,0,5401800,0,102,0,21271,1,8000000,NO,NO FUGA
1822,F,31827,41.0,TEC,SOL,TALCA,44,0,241351,0,0,2047,20212,2544,1,8000000,SI,NO FUGA
1823,M,945970,44.0,UNV,SOL,COQUIMBO,141,0,896583,0,80334,28,0,304,1,3100000,NO,NO FUGA
1824,M,1632627,42.0,MED,CAS,SANTIAGO,31,0,548197,0,0,5,0,38,1,4400000,NO,FUGA
1825,F,189630,48.0,UNV,CAS,SANTIAGO,79,193375,267,0,0,756,0,0,1,1400000,NO,FUGA
1826,M,370324,40.0,MED,CAS,VALPARAISO,15,0,466151,0,0,8,0,0,1,3400000,NO,NO FUGA
1827,F,290578,47.0,MED,SOL,EL SALVADOR,72,0,372,0,762679,525,0,101,3,2100000,SI,NO FUGA
1828,F,325729,51.0,MED,CAS,PANGUIPULLI,91,0,74546,0,35628,142,0,68,1,1700000,NO,NO FUGA
1829,M,184078,48.0,UNV,CAS,SANTIAGO,37,813762,0,0,2380471,1801,0,271,1,2100000,NO,FUGA
1830,M,571304,48.0,MED,CAS,SANTIAGO,102,0,45772,0,0,77,15744,0,2,3300000,NO,FUGA
1831,F,3980164,36.0,MED,SOL,SANTIAGO,90,1306916,608035,0,0,2789,2231,195,1,3400000,NO,NO FUGA
1832,M,195177,49.0,MED,CAS,SANTIAGO,31,0,116273,0,0,642,0,80,3,6200000,NO,FUGA
1833,F,143622,23.0,TEC,SOL,VINA DEL MAR,36,0,120416,0,6140,6,0,272,1,1300000,NO,NO FUGA
1834,M,98697,49.0,UNV,CAS,ARICA,138,0,101949,0,198633,409,0,65,3,1500000,NO,FUGA
1835,F,105002,42.0,MED,CAS,SANTIAGO,82,0,26120,0,249150,236,362,236,1,1900000,NO,NO FUGA
1836,F,1514486,50.0,UNV,CAS,SANTIAGO,31,0,731162,3383601,0,0,0,2614,1,8000000,NO,FUGA
1837,M,3790004,41.0,UNV,CAS,SANTIAGO,125,0,42581,0,81442,21,0,20,1,1900000,SI,FUGA
1838,M,266359,41.0,MED,CAS,SANTIAGO,39,0,141020,0,610016,2024,0,1522,2,6200000,SI,FUGA
1839,M,74232,35.0,UNV,CAS,VALPARAISO,15,0,11769,3621504,0,0,0,66,0,1700000,SI,NO FUGA
1840,M,460122,55.0,TEC,CAS,SANTIAGO,120,1400225,76985,0,182432,1644,0,191,1,3600000,NO,FUGA
1841,M,168076,29.0,EUN,SOL,PUERTO OCTAY,60,0,124131,0,243784,0,0,210,0,1700000,NO,NO FUGA
1842,F,61104,50.0,TEC,SOL,RANCAGUA,116,0,503716,0,0,1,0,0,1,4400000,SI,NO FUGA
1843,F,59046,34.0,TEC,SEP,SANTIAGO,14,0,0,0,0,0,0,0,0,2400000,NO,NO FUGA
1844,F,39737,57.0,TEC,SOL,SANTIAGO,85,0,238742,0,256057,399,0,23,1,1400000,SI,NO FUGA
1845,F,362812,26.0,UNV,SOL,SANTIAGO,90,0,83617,0,0,0,15511,2,0,1700000,NO,NO FUGA
1846,F,751547,40.0,TEC,VIU,CONCEPCION,151,0,358335,0,0,807,0,0,3,1000000,SI,NO FUGA
1847,F,394365,40.0,MED,CAS,SANTIAGO,24,0,0,0,0,861,0,0,1,750000,NO,NO FUGA
1848,F,43699,59.0,TEC,SOL,PUNTA ARENAS,71,0,1121489,0,0,480,0,0,1,8000000,SI,NO FUGA
1849,M,36264,31.0,UNV,CAS,PUERTO MONTT,60,0,324039,0,224482,1057,975,361,2,800000,NO,NO FUGA
1850,M,124885,54.0,TEC,SOL,CONCEPCION,27,1604117,1308,0,0,96,137,264,3,3100000,NO,FUGA
1851,M,347768,49.0,UNV,CAS,ARICA,138,0,213130,0,0,0,0,30,1,2300000,NO,FUGA
1852,M,113295,49.0,UNV,SOL,SANTIAGO,45,0,24053,0,2258,154,0,2,1,1900000,SI,FUGA
1853,M,2582704,38.0,UNV,CAS,SANTIAGO,55,0,593598,0,90125,246,0,231,2,1900000,NO,FUGA
1854,M,76441,55.0,UNV,CAS,SANTIAGO,55,0,388056,0,0,0,0,7617,1,3000000,SI,FUGA
1855,M,55129,45.0,MED,VIU,SANTIAGO,55,0,974384,0,97173,13,0,2757,2,6200000,NO,FUGA
1856,F,79553,34.0,MED,CAS,SANTIAGO,90,0,581362,0,0,16,12541,7,1,8000000,NO,NO FUGA
1857,M,1043944,45.0,TEC,CAS,SANTIAGO,59,0,0,0,0,252,6235,5,1,6800000,NO,NO FUGA
1858,F,621146,38.0,TEC,VIU,QUILLOTA,105,1857467,121102,0,366911,2299,0,22073,1,4300000,SI,NO FUGA
1859,F,572903,55.0,TEC,SOL,SANTIAGO,90,0,895206,0,0,6,12482,81,1,2900000,NO,FUGA
1860,M,261690,45.0,MED,CAS,SANTIAGO,82,0,62873,0,0,169,5048,0,2,1800000,NO,FUGA
1861,M,388890,46.0,UNV,SOL,SANTIAGO,31,432727,232139,0,0,1835,5937,25,2,1200000,NO,FUGA
1862,M,778503,49.0,UNV,CAS,ARICA,10,96394,511657,0,0,405,0,0,2,8000000,NO,NO FUGA
1863,M,254840,43.0,UNV,CAS,ARICA,138,0,81905,0,0,12,0,10,2,3700000,NO,FUGA
1864,M,346184,52.0,UNV,SOL,SANTIAGO,48,0,376781,0,0,252,0,0,1,3200000,NO,FUGA
1865,M,2539,48.0,UNV,SOL,ARICA,138,1779360,153132,0,12116,2243,0,0,1,2700000,NO,FUGA
1866,M,133884,55.0,UNV,SOL,SANTIAGO,144,0,184605,0,69136,225,24222,268,1,8000000,NO,NO FUGA
1867,F,61602,34.0,EUN,CAS,SANTIAGO,67,0,0,0,0,1073,0,198,1,1300000,NO,NO FUGA
1868,F,28781,60.0,MED,SOL,SANTIAGO,59,0,250812,0,41887,105,0,0,1,1700000,SI,NO FUGA
1869,M,972020,46.0,MED,CAS,SANTIAGO,19,0,433443,0,0,227,0,1,2,4700000,NO,FUGA
1870,M,28120,40.0,UNV,CAS,SANTIAGO,139,0,31157,0,1144221,4309,0,2898,3,2900000,NO,FUGA
1871,F,70064,30.0,UNV,CAS,HUASCO,33,0,656110,0,0,7,0,0,1,1700000,NO,NO FUGA
1872,M,677093,40.0,TEC,SOL,TALAGANTE,98,148009,17,0,124209,235,0,217,1,2300000,SI,NO FUGA
1873,M,47625,51.0,UNV,CAS,SANTIAGO,37,0,5234,0,0,5,994,0,1,2100000,NO,FUGA
1874,F,1164229,28.0,EUN,SOL,SANTIAGO,102,0,32154,0,0,252,0,0,1,2400000,NO,NO FUGA
1875,F,216087,27.0,UNV,CAS,SANTIAGO,138,0,38514,0,109348,363,0,520,3,1500000,NO,NO FUGA
1876,M,239345,41.0,MED,CAS,SANTIAGO,144,0,0,0,0,0,0,1,0,5000000,NO,NO FUGA
1877,M,866478,43.0,UNV,CAS,SANTIAGO,152,0,209362,0,1297587,1859,0,505,3,2600000,NO,FUGA
1878,F,464315,45.0,UNV,SOL,SANTIAGO,100,578459,0,0,0,726,0,6812,2,3400000,NO,FUGA
1879,F,12269,53.0,MED,CAS,SANTIAGO,55,0,52313,0,0,0,0,0,0,3700000,NO,NO FUGA
1880,M,188117,45.0,MED,CAS,SANTIAGO,31,0,993779,0,305985,3,0,65,1,4200000,NO,FUGA
1881,M,232498,53.0,MED,CAS,SANTIAGO,17,706531,933845,0,70679,359,40619,153,1,1200000,NO,FUGA
1882,M,4089431,39.0,UNV,CAS,SANTIAGO,55,368177,271,0,154596,609,14184,213,3,600000,SI,FUGA
1883,F,1462571,56.0,MED,SEP,SANTIAGO,51,1570711,649015,0,1087,0,0,0,0,5500000,NO,NO FUGA
1884,M,714326,49.0,UNV,CAS,SANTIAGO,45,949383,47836,0,413812,695,0,688,1,2700000,NO,FUGA
1885,M,132466,54.0,UNV,SOL,SANTIAGO,27,0,456324,0,451054,1418,0,1259,3,2600000,NO,FUGA
1886,M,807495,33.0,UNV,CAS,CHUQUICAMATA,21,1527800,93725,0,473082,281,0,143,1,2700000,NO,NO FUGA
1887,M,2738328,53.0,TEC,CAS,CONCEPCION,27,9458161,97834,0,963710,5347,0,31079,3,3000000,SI,FUGA
1888,F,77004,42.0,TEC,SOL,OSORNO,61,0,874785,0,47867,8,11046,217,1,8000000,SI,NO FUGA
1889,F,36729,54.0,TEC,SOL,VALPARAISO,15,0,0,0,0,53,0,0,1,3800000,SI,NO FUGA
1890,F,204007,41.0,TEC,CAS,ARICA,138,18581,119879,0,0,1081,0,1199,3,1900000,NO,FUGA
1891,M,324431,43.0,UNV,CAS,SANTIAGO,31,0,92456,0,0,0,8155,0,1,1500000,NO,FUGA
1892,M,2659848,44.0,MED,CAS,SANTIAGO,45,0,428564,0,0,621,3353,0,2,1500000,NO,FUGA
1893,F,898247,46.0,UNV,SEP,ARICA,138,0,193487,0,0,16,3572,0,1,4200000,NO,FUGA
1894,F,335793,44.0,TEC,SOL,SANTIAGO,83,0,36404,0,30349,1427,0,51,3,1500000,NO,NO FUGA
1895,F,1971035,53.0,MED,CAS,SANTIAGO,90,0,0,0,0,275,7568,2295,1,8000000,NO,NO FUGA
1896,F,1762374,52.0,MED,CAS,SANTIAGO,102,0,2516805,0,0,0,0,17,0,8000000,NO,NO FUGA
1897,M,372927,47.0,TEC,SOL,ARICA,138,1256693,278013,0,23221,0,0,6232,1,2700000,NO,FUGA
1898,F,347287,29.0,UNV,CAS,SANTIAGO,107,0,1058090,0,121371,267,0,0,1,1300000,NO,NO FUGA
1899,M,640127,40.0,TEC,SOL,ARICA,138,2990702,24449,0,39249,2317,0,1543,3,1100000,SI,FUGA
1900,F,116550,54.0,TEC,CAS,CONCEPCION,27,0,2724,0,45707,127,0,30,1,2000000,NO,FUGA
1901,F,237764,32.0,MED,CAS,LA CALERA,88,0,126338,0,200971,1370,0,212,3,2000000,NO,NO FUGA
1902,F,20996,52.0,TEC,SOL,PUERTO MONTT,60,0,92149,0,0,322,23843,78,1,5700000,SI,NO FUGA
1903,F,3007619,40.0,TEC,VIU,LINARES,78,0,447555,0,0,435,0,0,1,600000,NO,NO FUGA
1904,F,193518,41.0,UNV,CAS,TALAGANTE,103,0,224946,0,0,0,12670,0,0,3500000,NO,NO FUGA
1905,M,313557,55.0,MED,CAS,SANTIAGO,57,0,299027,0,85791,0,0,14,0,1900000,NO,NO FUGA
1906,F,225340,56.0,TEC,CAS,SANTIAGO,73,0,266914,0,0,1,0,26,1,1700000,NO,NO FUGA
1907,M,484368,51.0,MED,CAS,SANTIAGO,90,0,72923,0,15594,1103,0,12,2,2200000,NO,FUGA
1908,M,471986,64.0,TEC,CAS,SANTIAGO,18,0,400015,0,89906,727,0,0,2,750000,NO,NO FUGA
1909,F,20558,42.0,MED,SEP,VALDIVIA,74,1509527,405049,0,0,3785,0,668,1,600000,SI,NO FUGA
1910,M,272339,48.0,UNV,SOL,SANTIAGO,28,0,506364,0,139721,0,0,12,1,4400000,NO,FUGA
1911,F,34813,32.0,MED,CAS,ANCUD,94,0,3386,0,197815,65,0,38,1,2100000,NO,NO FUGA
1912,F,154366,48.0,MED,CAS,SANTIAGO,79,449035,50784,0,0,487,0,0,1,1400000,NO,FUGA
1913,M,6353084,44.0,MED,CAS,SANTIAGO,55,0,120148,0,120131,31,0,15,2,2400000,SI,FUGA
1914,F,5706020,34.0,TEC,SOL,ANTOFAGASTA,13,205933,3573,0,423340,1075,0,146,1,1400000,NO,NO FUGA
1915,M,608404,48.0,UNV,SEP,SANTIAGO,31,0,335645,0,0,169,0,0,2,3000000,SI,FUGA
1916,F,343933,50.0,UNV,SOL,SANTIAGO,103,750750,33,0,43783,1181,0,219,1,1500000,NO,FUGA
1917,F,230631,24.0,UNV,SOL,SANTIAGO,31,561333,0,0,0,860,0,11,1,1200000,NO,FUGA
1918,M,45240,45.0,MED,CAS,SANTIAGO,55,14917,567,0,0,444,0,425,1,1400000,NO,FUGA
1919,F,297383,49.0,TEC,CAS,LOS ANDES,20,0,247722,0,356976,115,0,2462,2,8000000,NO,NO FUGA
1920,F,504668,60.0,MED,CAS,SANTIAGO,18,0,49144,0,0,40,0,0,1,3400000,SI,NO FUGA
1921,F,25641,51.0,MED,SOL,ANCUD,94,0,132380,0,0,0,12505,5,0,8000000,SI,NO FUGA
1922,M,3619351,43.0,UNV,CAS,SANTIAGO,90,192655,567650,0,395052,131,14099,33,2,1100000,NO,FUGA
1923,M,186796,45.0,UNV,SOL,SANTIAGO,31,0,276282,0,7113,197,0,123,1,1300000,NO,FUGA
1924,M,641450,52.0,UNV,CAS,SANTIAGO,24,0,434635,0,245094,239,0,19,1,1700000,NO,FUGA
1925,F,944847,30.0,TEC,CAS,OVALLE,46,165704,174391,0,0,1398,0,0,1,500000,SI,NO FUGA
1926,F,5191661,29.0,TEC,SOL,SANTIAGO,118,0,579001,0,0,281,0,0,1,1000000,NO,NO FUGA
1927,M,12190,41.0,MED,CAS,SANTIAGO,55,0,219867,0,0,1267,0,0,2,2200000,NO,FUGA
1928,F,442988,46.0,MED,VIU,RANCAGUA,10,0,0,0,0,1,17339,0,1,2400000,NO,NO FUGA
1929,F,268926,26.0,TEC,SOL,SANTIAGO,17,0,57499,0,0,19,0,0,1,1800000,NO,NO FUGA
1930,M,260711,39.0,MED,SEP,PUNTA ARENAS,71,0,0,0,0,13,0,30,2,2000000,NO,NO FUGA
1931,F,4234044,37.0,TEC,VIU,SANTIAGO,125,0,568364,0,19992,186,5787,343,1,2200000,NO,NO FUGA
1932,M,3444834,41.0,UNV,CAS,SANTIAGO,55,673029,14084,0,1184193,659,0,382,1,1400000,NO,FUGA
1933,M,160163,52.0,UNV,SOL,ARICA,138,0,216440,0,6943,601,0,113,1,4600000,NO,FUGA
1934,M,27615,38.0,UNV,CAS,COPIAPO,14,0,0,0,24382,0,0,437,0,4000000,SI,NO FUGA
1935,M,523453,41.0,TEC,CAS,ANTOFAGASTA,13,0,188800,0,881977,0,14932,408,0,4000000,NO,NO FUGA
1936,M,909300,53.0,UNV,SOL,SANTIAGO,98,0,196043,0,156330,1920,0,2757,1,8000000,NO,FUGA
1937,M,55955,45.0,UNV,CAS,SANTIAGO,55,0,122497,0,591155,7,0,5086,1,2400000,NO,FUGA
1938,M,2555213,42.0,MED,CAS,SANTIAGO,24,0,18878,0,2950,0,0,27,1,6300000,NO,FUGA
1939,M,7035780,44.0,UNV,CAS,SANTIAGO,55,0,403051,0,0,19,0,0,1,2300000,SI,FUGA
1940,M,32426,46.0,MED,CAS,SANTIAGO,92,0,2499179,0,0,0,9030,0,1,8000000,NO,FUGA
1941,M,54706,47.0,TEC,SOL,ARICA,138,0,674590,0,41214,1553,24711,62,3,8000000,NO,FUGA
1942,F,102666,40.0,UNV,CAS,ARICA,138,47001,45029,0,442103,838,0,2075,2,2000000,NO,FUGA
1943,F,843233,51.0,MED,CAS,PUERTO VARAS,62,480073,0,0,0,130,0,584,1,3500000,NO,NO FUGA
1944,M,302295,48.0,MED,CAS,SANTIAGO,84,0,490807,0,3395,0,0,26,1,1500000,SI,FUGA
1945,M,3522774,44.0,UNV,CAS,SANTIAGO,55,0,71767,0,0,0,0,306,1,2100000,NO,FUGA
1946,M,19623,44.0,UNV,CAS,SANTIAGO,55,0,0,0,496080,0,0,3163,1,2000000,NO,FUGA
1947,M,1243901,48.0,UNV,SOL,ARICA,138,0,357570,0,0,1,0,1,1,8000000,NO,FUGA
1948,M,155986,40.0,UNV,CAS,SANTIAGO,53,0,126247,0,7352,756,14881,100,2,7700000,NO,FUGA
1949,F,262546,46.0,MED,CAS,SANTIAGO,53,0,0,0,20251,0,0,4,0,5200000,NO,NO FUGA
1950,F,1223285,64.0,TEC,CAS,COLBUN,78,0,354997,0,55467,9114,0,1,1,8000000,NO,NO FUGA
